text,airline_sentiment
wait half hr packag wrong guy,negative
long ago trip taken place still get credit appli trueblu book,neutral
thank help jetbluesofli,positive
abl access use drop instead click tab,neutral
trueblu page work chrome safari keep get blank page lick trueblu tab site,negative
ahoy loyal allyoucanjetpass holder anticip direct u flight havana cuba jetblu vacat,positive
point offer next day expect pay hotel cancel flightl,negative
excit first today delay though give number boston dc,neutral
mosiac,neutral
probabl find ticket,negative
offer paid chang nd time done ruin cruis plan,negative
oki doke know fix,positive
check awesom bag carri decis,neutral
acc phone rn iphon broke would rather chang late flightr,neutral
need late flightr one need chang guy chang time,negative
wish would make austin tx hub miss airlin biz travel sinc move bo,positive
sent,neutral
littl vino hurt wine_glass,neutral
airway receiv new coverag analyst bank america jblu legaci,neutral
crisi avert bo fll board let hope new pilot clarenc oveur roger murdock,positive
bag miss land hour ago help,negative
thank julian login get onto earlier back dca,positive
appar substitut pilot bo fll found info avail counter,negative
land mco still bag suppos give disney magic express livid,negative
ceo battl appeas passeng wall street waterburi republican american,neutral
fault social medium awesom peopl know everyon work hard get u way,positive
request selfi somewher rocki milehighselfieclub,neutral
short stop jfk iad,neutral
ha one employe said reassign anoth said left want warm weather,negative
seem friend speak highli well need find decent price way go yvr sea overnight,positive
take fraud serious,neutral
want add mexico air canada exact situat none problem jet blue,negative
mean take time write physic letter fraud depart email telephon right,negative
capit one explain fals fraud alert jet blue repres issu new tkt resolv,negative
thank,positive
en rout airport rebook ticket refund,positive
rep bruin cleveland rock roll hof christma stori hous jetbluebruin,neutral
work call jet blue mexico address fraud alert capit one line rebook,negative
actual said fraud issu never resolv issu new ticket phone,negative
call jet blue get explan make sure would happen futur told write fraud dept,negative
made safe sound thank safe travel,positive
arriv airport told ticket refund name fraud alert,negative
card compani explain issu phone mexico purchas new ticket phone,neutral
jet blue cancel flight ticket never reissu,negative
credit card compani accident mark jet blue ticket fraud correct mistak repost money,neutral
screw last time glad give busi jetscrew awfulcustomerservic,negative
altern absolut respect loyal custom year done,negative
thought waiver chang fee travel boston weekend,neutral
pool gift complet differ charg send point disgust,negative
would charg money transfer point someon,negative
attend wendi flt newark orlando thumbs_up thumbs_up,positive
help fli specif day,negative
note perfectli fine attitud deal flyer stubborn demand unwil accommod,negative
mani choic south border know everi airlin equal lowest price best valu,positive
look arrang nice sea la ish compar cost someth direct yvr,neutral
sent suggest comment via link provid,neutral
share public fli time year sit tarmac fll staff worst ever met,negative
love,positive
ever consid come memphi need trueblu servic fare badli,neutral
flt brother fiancé sit board min tech issu,negative
fli soon nyc airlin airlin flown still smiling_face_with_smiling_ey smiling_face_with_smiling_ey smiling_face_with_smiling_ey airplan airplan airplan,positive
give u free movi appar dunkin donut coffe safeti hazard thingsyoucantmakeup switch2sbux,negative
long someon rememb put plane right realli lame excus geez much better coffeeneed,negative
els could possibl take place coffe hour hope pilot reli aircraft caffein needcoffe,negative
lack coffe told someon forgot load coffe onto plane ineedcoffe,negative
utah think thank,positive
thank,positive
ye princess tri get glassslipperchalleng wdw,neutral
never delay tpa bdl better safe sorri blue_heart lovejetblu onlyblu jetblueforev,positive
dont get wrong love fli tv free bag descent fare recent plane problem annoy,negative
great crew bo mco,positive
appreci flew januari check engin light came right take comput,negative
love jetblu truebluemember4lif,positive
awesom thank give call late flightr today appreci help,positive
travel rifl hunt trip pistol larg rifl case clear freq ask question,neutral
thank th bday saturday aviat theme surpris parti,positive
hey guy book problem system ran first middl name togeth time book problem go tsanightmar,negative
cancel flightl given week appli travel bank credit anoth credit transfer,negative
thank sent dm,neutral
travel bank credit issu compani fraud acquir credit famili friend charl kravitz see account,negative
talk manag offer pay cash origin paid nothank jetblu ripoff flyunit,negative
face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy omg bore read convo seem like jetblu point,negative
cancel flightl ticket best friend go vacat never told u jetblu fixthi ripoff,negative
appar pilot made announc engin troubl lose fuel quickli,negative
grandma ella th would love birthday greet crew stewardess eastern airlin,neutral
tri charg u dollar cash ticket paid month advanc isthisr nevertoldu jetblu neveragain,negative
pleas get servic start offer good rout lile florida upstat ny vega etc,negative
cancel flightl flight send ticket tell buyer jetblu allow,negative
resolut,negative
best airlin name ever whenev see want get plane blue sky sea deliv promis,positive
gettin fanci mint lieflat nice work menu lobstermac bloodymari jetsett,positive
make great first impress first minut board gate agent still assign seat,negative
delay connect boston possibl switch make connect,negative
love cancel flightl ticket tell custom flyunit,negative
ticket confirm sent find today cancel flightl ticket month ago never sent email jetblu,negative
would good know month ago cancel flightl flight leav tomorrow telleveryon jetblu neveragain,negative
rather tri resolv custom issu option offer pay cash airport write letter justifythissupport,negative
booz serv min give lostrevenu angryandsob bachelorpartymishap,negative
use guy year experi never ever use,negative
manag tell u write letter upset ticket leav tomorrow get cancel flightl without notic,negative
guy lucki love,positive
mayb stop tell peopl wrong info custom servic call,negative
custom servic bad updat point use next point fli point system almost sham,negative
ruin vacat left right would thought airlin cancel ticket without tell buyer,negative
better find way get puerto rico tomorrow morn besid charg u three time cash origin paid,negative
spent hour morn hold custom support want confirm taken care,negative
look like talk custom servic,negative
claim custom protect notifi custom delay cancel flightlat divers nottru,negative
process error send full ticket confirm flysouthwest,negative
thank guy awesom,positive
leav boston seattl right,positive
definit,positive
tell paid confirm cost cash airport hour ripoff nosupport,negative
okay awesom thank,positive
worst book oct email confirm never inform cancel flightlat instruct mail written letter,negative
info infuri way previou rep treat possibl work jetblu rep,negative
excit saw fli ionlyflyblu,positive
ta site thelodg fun day,positive
mine sadli yea fli fi awesom,positive
hung get name took account keep hold min next rep abl track name,negative
thank,positive
free wifi make televis work statici ithelpsabit,negative
phone rep min transfer ask wors rep ever,negative
